"DATA for Simon Gaechter and Jonathan Schulz: Intrinsic Honesty and Prevalence of Rule Violations across Societies, Nature (2016) doi:10.1038/nature17160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"See README for list of variable labels and SUPPLEMENTARY INFORMATION for detailed descriptions, data sources and references",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country,city,location,sessionid,subjectid,insample,prevexp,lowstakes,number,payouts,high,five,six,female,age,middleclass,urban,economics,religious,numknown,q_fair,q_norm,PRV2003,wgi_corrup1996,wgi_corrup2003,wgi_corrup2012,bs_SE1999,bs_SE2003,bs_SE2007,fh_polrights_s2003,fh_polrights_s2012,fh_polrights_2006woC,pol_xconst1990_2000,pol_xconst1890_1900,wgi_goveff2000,GDP_1990_2000,hfs_idv,iw_tradrat,iw_survself,tbl_exconst,tbl_legor_uk,tbl_legor_fr,tbl_pc_tr_tol_all,tbl_prim_newbound_1930,tbl_lyp_m80_00,tbl_lan,sw_fst_distance_weighted,lp_legor_uk,lp_legor_fr,lp_legor_ge,lp_legor_sc,ajr_africa,ajr_lat_abst,ajr_avexpr,ajr_logem4,ajr_asia,ajr_baseco,sr_Belief_in_Heaven,sr_Belief_in_Hell,p_elf85
Poland,Warsaw,University of Warsaw,140601_1845,12302,1,20,0,Reported 3,3,high payout,0,0,0,18,1,1,0,,,1,9,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12303,1,20,0,Reported 5,5,high payout,1,0,1,23,1,1,1,,,0,5.3333335,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12304,1,20,0,Reported 5,5,high payout,1,0,0,24,1,1,0,,,0,6.3333335,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12305,1,20,0,Reported 5,5,high payout,1,0,0,24,1,0,0,,,0,7.3333335,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12306,1,20,0,Reported 6,0,low payout,0,1,1,26,1,1,0,,,1,7.3333335,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12307,1,20,0,Reported 5,5,high payout,1,0,0,23,1,1,1,,,0,3.3333333,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12308,1,20,0,Reported 5,5,high payout,1,0,1,22,1,1,0,,,0,8.333333,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12309,1,20,0,Reported 6,0,low payout,0,1,1,40,1,1,0,,,1,7.3333335,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12310,1,20,0,Reported 6,0,low payout,0,1,1,25,1,1,0,,,1,7.6666665,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12311,1,20,0,Reported 4,4,high payout,0,0,1,29,1,1,0,,,1,7.6666665,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12312,1,20,0,Reported 4,4,high payout,0,0,1,21,1,1,0,,,1,7.6666665,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12313,1,20,0,Reported 4,4,high payout,0,0,0,25,1,1,0,,,0,5.6666665,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Poland,Warsaw,University of Warsaw,140601_1845,12314,1,20,0,Reported 2,2,low payout,0,0,0,39,1,1,1,,,1,10,-1.0848333,0.54245067,0.38324603,0.58550471,27.700001,27.5,26,37,38,28,6.3636365,,0.59750473,7.551887,60,-0.77999997,-0.14,3.8780489,0,0,0.060041633,56.799999,8.8457756,-1,318.83548,0,0,1,0,0,0.5777778,7.681818,,0,,,0.63,0.04
Germany,Konstanz,University of Constance,140610_1516,13302,1,0,0,Reported 3,3,high payout,0,0,0,22,1,1,0,0,12.5,1,4.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13303,1,0,0,Reported 5,5,high payout,1,0,1,20,1,0,0,0,0,1,7.3333335,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13304,1,0,0,Reported 4,4,high payout,0,0,0,20,1,1,0,0,16.666666,1,8.333333,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13305,1,0,0,Reported 5,5,high payout,1,0,0,27,1,1,0,0,8.333333,1,5.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13307,1,0,0,Reported 5,5,high payout,1,0,1,22,1,0,0,0,0,0,8.666667,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13308,1,0,0,Reported 3,3,high payout,0,0,0,18,1,0,0,0,12.5,1,4,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13309,1,0,0,Reported 2,2,low payout,0,0,0,21,1,1,0,0,0,1,7.3333335,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13310,1,0,0,Reported 5,5,high payout,1,0,0,25,1,0,0,0,4.1666665,1,8.333333,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13311,1,0,0,Reported 4,4,high payout,0,0,1,23,1,1,0,1,4.1666665,1,4.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13312,1,0,0,Reported 2,2,low payout,0,0,1,21,1,1,0,0,0,1,5.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13313,1,0,0,Reported 3,3,high payout,0,0,0,21,1,0,0,1,8.333333,1,8,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13314,1,0,0,Reported 5,5,high payout,1,0,0,20,1,1,0,0,0,1,8.333333,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13315,1,0,0,Reported 1,1,low payout,0,0,1,21,0,1,0,0,8.333333,0,9,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13316,1,0,0,Reported 2,2,low payout,0,0,1,22,1,0,0,0,4.1666665,1,8,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13317,1,0,0,Reported 6,0,low payout,0,1,1,24,1,1,0,0,0,0,7.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13318,1,0,0,Reported 6,0,low payout,0,1,1,24,1,1,0,0,4.1666665,0,8.333333,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13319,1,0,0,Reported 5,5,high payout,1,0,1,20,1,0,0,0,4.1666665,1,7.3333335,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13320,1,0,0,Reported 2,2,low payout,0,0,1,23,0,0,0,1,4.1666665,1,9.333333,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13321,1,0,0,Reported 5,5,high payout,1,0,0,21,1,0,0,0,12.5,1,7,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13322,1,0,0,Reported 2,2,low payout,0,0,0,23,0,1,0,1,0,0,5.3333335,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13323,1,0,0,Reported 6,0,low payout,0,1,1,23,1,0,0,1,4.1666665,1,9,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140610_1516,13324,1,0,0,Reported 6,0,low payout,0,1,1,20,1,1,0,0,0,1,5.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13401,1,0,0,Reported 5,5,high payout,1,0,1,22,0,0,0,0,8.333333,1,6.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13403,1,0,0,Reported 3,3,high payout,0,0,1,25,0,1,0,0,4.1666665,1,10,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13404,1,0,0,Reported 4,4,high payout,0,0,1,20,1,0,0,0,0,0,8.666667,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13405,1,0,0,Reported 5,5,high payout,1,0,0,23,1,0,0,0,0,1,9,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13406,1,0,0,Reported 6,0,low payout,0,1,1,21,0,0,0,0,0,0,7.3333335,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13407,1,0,0,Reported 1,1,low payout,0,0,1,23,1,1,0,0,0,1,3.6666667,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13408,1,0,0,Reported 4,4,high payout,0,0,1,21,1,0,0,0,0,1,9,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13409,1,0,0,Reported 6,0,low payout,0,1,1,19,1,1,0,1,0,1,8.333333,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13410,1,0,0,Reported 4,4,high payout,0,0,1,21,1,1,0,0,4.1666665,1,9.333333,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13411,1,0,0,Reported 5,5,high payout,1,0,0,19,1,1,0,0,8.333333,0,8,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13412,1,0,0,Reported 3,3,high payout,0,0,1,20,1,0,0,0,0,1,8.666667,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13413,1,0,0,Reported 3,3,high payout,0,0,1,21,1,1,0,1,0,1,9.333333,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13414,1,0,0,Reported 4,4,high payout,0,0,1,23,1,0,0,1,4.1666665,0,8.333333,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13415,1,0,0,Reported 5,5,high payout,1,0,0,21,1,1,1,0,0,1,5,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13416,1,0,0,Reported 5,5,high payout,1,0,1,19,1,0,1,0,4.1666665,1,8.666667,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13417,1,0,0,Reported 1,1,low payout,0,0,1,24,1,0,0,1,4.1666665,1,9.666667,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13418,1,0,0,Reported 4,4,high payout,0,0,1,22,1,0,0,0,4.1666665,1,9.333333,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13419,1,0,0,Reported 2,2,low payout,0,0,1,26,1,0,0,0,0,1,4.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13420,1,0,0,Reported 5,5,high payout,1,0,0,22,1,1,1,0,0,0,10,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13421,1,0,0,Reported 5,5,high payout,1,0,0,23,1,1,0,1,8.333333,1,6,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13422,1,0,0,Reported 1,1,low payout,0,0,1,22,1,1,0,0,0,1,5.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13423,1,0,0,Reported 3,3,high payout,0,0,1,19,1,0,0,0,0,1,8.666667,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1011,13424,1,0,0,Reported 4,4,high payout,0,0,0,21,1,0,1,1,4.1666665,1,9.666667,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1254,13501,1,0,0,Reported 4,4,high payout,0,0,1,21,1,0,0,1,12.5,1,6.3333335,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1254,13502,1,0,0,Reported 6,0,low payout,0,1,0,23,1,1,0,0,4.1666665,0,7.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1254,13503,1,0,0,Reported 5,5,high payout,1,0,0,23,1,1,0,0,4.1666665,0,9.666667,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1254,13504,1,0,0,Reported 3,3,high payout,0,0,0,19,0,1,0,0,0,1,8.333333,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1254,13505,1,0,0,Reported 6,0,low payout,0,1,1,23,1,0,0,1,0,1,6.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
Germany,Konstanz,University of Constance,140611_1254,13506,1,0,0,Reported 4,4,high payout,0,0,0,20,1,1,1,0,4.1666665,1,7.6666665,-2.6020932,1.9947773,1.9435726,1.7827141,16.4,16.299999,15.3,38,39,27,7,4,1.9084564,22.056944,67,1.3099999,0.74000001,7,0,0,0.21779466,73,9.8560944,0,351.61301,0,0,1,0,0,0.56666666,,,0,,0.3,0.15,0.11
